dep_date,airline,station,time,duration,stops,price,dateofbooking
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Air India,BOM - DEL,07:00 - 09:05, 2h 5m ,Non-stop,"₹ 4,545",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,22:45 - 00:55, 2h 10m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,12:40 - 14:45, 2h 5m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,12:05 - 14:10, 2h 5m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,07:00 - 09:05, 2h 5m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",~Z,BOM - DEL,00:10 - 02:20, 2h 10m ,Non-stop,"₹ 4,467",15/03/2022
"Wed, 27 Apr",~Z,BOM - DEL,12:10 - 14:20, 2h 10m ,Non-stop,"₹ 4,467",15/03/2022
"Wed, 27 Apr",~Z,BOM - DEL,08:05 - 10:15, 2h 10m ,Non-stop,"₹ 4,467",15/03/2022
"Wed, 27 Apr",Go First,BOM - DEL,18:55 - 21:00, 2h 5m ,Non-stop,"₹ 4,574",15/03/2022
"Wed, 27 Apr",Go First,BOM - DEL,13:50 - 15:55, 2h 5m ,Non-stop,"₹ 4,574",15/03/2022
"Wed, 27 Apr",SpiceJet,BOM - DEL,07:20 - 09:35, 2h 15m ,Non-stop,"₹ 4,404",15/03/2022
"Wed, 27 Apr",SpiceJet,BOM - DEL,10:15 - 12:30, 2h 15m ,Non-stop,"₹ 4,404",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,21:55 - 00:10, 2h 15m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,06:00 - 08:05, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",~Z,BOM - DEL,18:55 - 21:00, 2h 5m ,Non-stop,"₹ 4,467",15/03/2022
"Wed, 27 Apr",~Z,BOM - DEL,13:50 - 15:55, 2h 5m ,Non-stop,"₹ 4,467",15/03/2022
"Wed, 27 Apr",SpiceJet,BOM - DEL,21:55 - 00:05, 2h 10m ,Non-stop,"₹ 4,404",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,12:25 - 14:30, 2h 5m ,Non-stop,"₹ 4,619",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,06:30 - 08:35, 2h 5m ,Non-stop,"₹ 4,619",15/03/2022
"Wed, 27 Apr",Air India,BOM - DEL,18:00 - 20:10, 2h 10m ,Non-stop,"₹ 4,545",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,23:30 - 01:40, 2h 10m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,19:30 - 21:40, 2h 10m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,08:30 - 10:40, 2h 10m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,18:35 - 20:45, 2h 10m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,06:05 - 08:15, 2h 10m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",IndiGo,BOM - DEL,10:10 - 12:20, 2h 10m ,Non-stop,"₹ 4,546",15/03/2022
"Wed, 27 Apr",~Z,BOM - DEL,09:55 - 12:10, 2h 15m ,Non-stop,"₹ 4,467",15/03/2022
